"engine","track","schema_id","session_id","owner_id","module","structure","byte_class","sharing_scope","retained_estimate_bytes","non_overlapping_reducible_bytes","logical_bytes","item_count","mapped_file_bytes","mapping_mode","evidence_source","notes"
"yune","track-a-comparison","luna_pinyin","78","compact_table.lookup_records","compact_table","lookup_records","shared","shared_reference","0","0","0","0","0","none","yune_m43_memory_owner_profile_json","no lookup-record payload retained for this compact table"
"yune","track-a-comparison","luna_pinyin","78","compact_table.corrections_tolerance","compact_table","corrections_tolerance","heap_owned_required","session_or_process_heap","0","0","0","0","0","Vec<RimeCorrectionEntry> + Vec<RimeToleranceRule>","yune_m43_memory_owner_profile_json","retained correction/tolerance payload required by TypeDuck fuzzy input behavior"
"yune","track-a-comparison","luna_pinyin","78","compact_table.dict_settings","compact_table","dict_settings","heap_owned_required","session_or_process_heap","24","0","0","0","0","BTreeMap<String, String>","yune_m43_memory_owner_profile_json","retained dictionary settings parsed from deployed dictionary metadata"
"yune","track-a-comparison","luna_pinyin","78","compact_table.preset_vocabulary","compact_table","preset_vocabulary","heap_owned_required","session_or_process_heap","0","0","0","0","0","Vec<PresetVocabularyEntry>","yune_m43_memory_owner_profile_json","retained preset vocabulary weights when the selected dictionary includes vocabulary packs"
"yune","track-a-comparison","luna_pinyin","78","translator.normal_codes","translator","normal_codes","shared","shared_reference","0","0","0","424","0","compact_table.has_code","yune_m43_memory_owner_profile_json","normal code membership delegated to compact storage lookup"
"yune","track-a-comparison","luna_pinyin","78","prism.double_array_units","prism","double_array_units","mmap_file_backed","file_mapping","7168","0","0","1792","7168","byte_backed:mmap","yune_m43_memory_owner_profile_json","prism double-array units are read directly from the byte source"
"yune","track-a-comparison","luna_pinyin","78","prism.spelling_map","prism","spelling_map","mmap_file_backed","file_mapping","24244","0","0","1166","24244","byte_backed:mmap","yune_m43_memory_owner_profile_json","prism spelling descriptors are read lazily from the byte source"
"yune","track-a-comparison","luna_pinyin","78","prism.corrections_tolerance","prism","corrections_tolerance","heap_owned_required","session_or_process_heap","48","0","0","0","0","Vec<RimeCorrectionEntry> + Vec<RimeToleranceRule>","yune_m43_memory_owner_profile_json","parsed prism correction/tolerance payload retained on heap"
"yune","track-a-comparison","luna_pinyin","78","prism.tips_payload","prism","tips_payload","mmap_file_backed","file_mapping","0","0","0","0","0","byte_backed:mmap","yune_m43_memory_owner_profile_json","prism descriptor tips remain in the byte source"
"yune","track-a-comparison","luna_pinyin","78","poet.entries_by_code","poet","entries_by_code","heap_owned_reducible","session_or_process_heap","18694662","18694662","0","513353","0","Vec<ModelEntry>","yune_m43_memory_owner_profile_json","sentence model entries cloned from table rows"
"yune","track-a-comparison","luna_pinyin","78","poet.lookup_index","poet","lookup_index","heap_owned_guarded","session_or_process_heap","2660848","0","0","332604","0","SentenceLookupIndex","yune_m43_memory_owner_profile_json","sorted code-range index used by M40 sentence lookup"
"yune","track-a-comparison","luna_pinyin","78","poet.vocabulary","poet","vocabulary","heap_owned_reducible","session_or_process_heap","53644752","53644752","0","421966","0","Vec<ModelVocabularyEntry>","yune_m43_memory_owner_profile_json","normal preset vocabulary used by upstream sentence graph"
"yune","track-a-comparison","luna_pinyin","78","poet.abbreviation_vocabulary","poet","abbreviation_vocabulary","heap_owned_reducible","session_or_process_heap","1433","1433","0","11","0","Vec<ModelVocabularyEntry>","yune_m43_memory_owner_profile_json","abbreviation-only vocabulary used by M42 guard rows"
"yune","track-a-comparison","luna_pinyin","78","schema.config","schema","config","overlap_estimate","logical_overlap","1824","0","1824","2","0","schema_reload_signature","yune_m43_memory_owner_profile_json","deployed YAML config is parsed transiently; retained bytes are reload signatures"
"yune","track-a-comparison","luna_pinyin","78","schema.processors","schema","processors","heap_owned_guarded","session_or_process_heap","2599","0","0","2","0","SessionState processors","yune_m43_memory_owner_profile_json","processor and segmentor state installed from the selected schema"
"yune","track-a-comparison","luna_pinyin","78","session.userdb","session","userdb","heap_owned_guarded","session_or_process_heap","24","0","0","0","0","UserDb","yune_m43_memory_owner_profile_json","per-session learned entries; empty in clean native benchmark runs"
"yune","track-a-comparison","luna_pinyin","78","runtime.session_state","runtime","session_state","heap_owned_guarded","session_or_process_heap","3166","0","0","1","0","SessionState","yune_m43_memory_owner_profile_json","active native session runtime shell excluding shared translator internals"
"yune","track-a-comparison","luna_pinyin","0","process.after_ready_working_set_unclassified_lower_bound","process","after_ready_working_set_unclassified_lower_bound","unclassified","process_memory_proxy","106063759","0","106063759","1","0","process_memory","native_inprocess_benchmark","median after-ready working set minus non-overlapping reducible owner rows; lower-bound proxy only"
"yune","track-a-comparison","luna_pinyin","0","process.peak_working_set_high_water","process","peak_working_set_high_water","unclassified","process_memory_proxy","188739584","0","188739584","1","0","process_memory","native_inprocess_benchmark","maximum observed peak working set in this benchmark process; includes allocator, loader, mappings, and overlap"
"yune","track-a-comparison","luna_pinyin","0","process.private_bytes_proxy","process","private_bytes_proxy","unclassified","process_memory_proxy","193859584","0","193859584","1","0","process_memory","native_inprocess_benchmark","median private bytes proxy from PROCESS_MEMORY_COUNTERS_EX where available"
"yune","track-a-comparison","luna_pinyin","0","process.peak_pagefile_high_water","process","peak_pagefile_high_water","unclassified","process_memory_proxy","205529088","0","205529088","1","0","process_memory","native_inprocess_benchmark","maximum observed peak pagefile usage proxy from PROCESS_MEMORY_COUNTERS_EX where available"
"yune","track-b-product","jyut6ping3_mobile","71","translator.entries_by_code","translator","entries_by_code","shared","shared_reference","0","0","0","0","0","compact_table","yune_m43_memory_owner_profile_json","compact storage path does not retain a translator BTreeMap"
"yune","track-b-product","jyut6ping3_mobile","71","compact_table.syllabary_codes","compact_table","syllabary_codes","heap_owned_reducible","session_or_process_heap","4189674","4189674","0","114653","0","Vec<String>","yune_m43_memory_owner_profile_json","canonical code list retained for prism lookup"
"yune","track-b-product","jyut6ping3_mobile","71","compact_table.syllable_ids_by_code","compact_table","syllable_ids_by_code","shared","shared_reference","0","0","0","0","0","none","yune_m43_memory_owner_profile_json","byte-backed compact storage does not retain the rsmarisa syllable map"
"yune","track-b-product","jyut6ping3_mobile","71","compact_table.storage","compact_table","storage","mmap_file_backed","file_mapping","15248382","0","0","241796","15248382","byte_backed:mmap","yune_m43_memory_owner_profile_json","table bytes are excluded from heap-owned branch triggers when mapped"
"yune","track-b-product","jyut6ping3_mobile","71","compact_table.candidate_text_payload","compact_table","candidate_text_payload","shared_or_overlapping","shared_or_overlapping","1058723","0","1058723","127143","0","table_bin_byte_refs","yune_m43_memory_owner_profile_json","candidate text payload; byte-backed rows overlap compact_table.storage"
"yune","track-b-product","jyut6ping3_mobile","71","compact_table.candidate_comment_payload","compact_table","candidate_comment_payload","shared_or_overlapping","shared_or_overlapping","1516569","0","1516569","127143","0","table_bin_byte_refs","yune_m43_memory_owner_profile_json","candidate raw comments/code payload; byte-backed rows overlap compact_table.storage"
"yune","track-b-product","jyut6ping3_mobile","71","compact_table.stems","compact_table","stems","heap_owned_required","session_or_process_heap","48","0","0","0","0","HashMap<String, Vec<String>>","yune_m43_memory_owner_profile_json","retained phrase-code stems needed for lookup records and dictionary panels"
"yune","track-b-product","jyut6ping3_mobile","71","compact_table.lookup_records","compact_table","lookup_records","shared_or_overlapping","shared_or_overlapping","14219092","0","14219092","127144","0","byte_backed_lookup_payload(byte_backed; mmap; index_bytes=5019536)","yune_m43_memory_owner_profile_json","dictionary lookup records retained as an indexed compiled payload instead of an eager HashMap"
"yune","track-b-product","jyut6ping3_mobile","71","compact_table.corrections_tolerance","compact_table","corrections_tolerance","heap_owned_required","session_or_process_heap","0","0","0","0","0","Vec<RimeCorrectionEntry> + Vec<RimeToleranceRule>","yune_m43_memory_owner_profile_json","retained correction/tolerance payload required by TypeDuck fuzzy input behavior"
"yune","track-b-product","jyut6ping3_mobile","71","compact_table.dict_settings","compact_table","dict_settings","heap_owned_required","session_or_process_heap","24","0","0","0","0","BTreeMap<String, String>","yune_m43_memory_owner_profile_json","retained dictionary settings parsed from deployed dictionary metadata"
"yune","track-b-product","jyut6ping3_mobile","71","compact_table.preset_vocabulary","compact_table","preset_vocabulary","heap_owned_required","session_or_process_heap","0","0","0","0","0","Vec<PresetVocabularyEntry>","yune_m43_memory_owner_profile_json","retained preset vocabulary weights when the selected dictionary includes vocabulary packs"
"yune","track-b-product","jyut6ping3_mobile","71","translator.normal_codes","translator","normal_codes","shared","shared_reference","0","0","0","114653","0","compact_table.has_code","yune_m43_memory_owner_profile_json","normal code membership delegated to compact storage lookup"
"yune","track-b-product","jyut6ping3_mobile","71","prism.double_array_units","prism","double_array_units","mmap_file_backed","file_mapping","8388608","0","0","2097152","8388608","byte_backed:mmap","yune_m43_memory_owner_profile_json","prism double-array units are read directly from the byte source"
"yune","track-b-product","jyut6ping3_mobile","71","prism.spelling_map","prism","spelling_map","mmap_file_backed","file_mapping","10965828","0","0","516286","10965828","byte_backed:mmap","yune_m43_memory_owner_profile_json","prism spelling descriptors are read lazily from the byte source"
"yune","track-b-product","jyut6ping3_mobile","71","prism.corrections_tolerance","prism","corrections_tolerance","heap_owned_required","session_or_process_heap","48","0","0","0","0","Vec<RimeCorrectionEntry> + Vec<RimeToleranceRule>","yune_m43_memory_owner_profile_json","parsed prism correction/tolerance payload retained on heap"
"yune","track-b-product","jyut6ping3_mobile","71","prism.tips_payload","prism","tips_payload","mmap_file_backed","file_mapping","0","0","0","0","0","byte_backed:mmap","yune_m43_memory_owner_profile_json","prism descriptor tips remain in the byte source"
"yune","track-b-product","jyut6ping3_mobile","71","poet.entries_by_code","poet","entries_by_code","shared","shared_reference","0","0","0","0","0","none","yune_m43_memory_owner_profile_json","upstream sentence model not retained for this translator"
"yune","track-b-product","jyut6ping3_mobile","71","poet.lookup_index","poet","lookup_index","shared","shared_reference","0","0","0","0","0","none","yune_m43_memory_owner_profile_json","upstream sentence model not retained for this translator"
"yune","track-b-product","jyut6ping3_mobile","71","poet.abbreviation_vocabulary","poet","abbreviation_vocabulary","shared","shared_reference","0","0","0","0","0","none","yune_m43_memory_owner_profile_json","upstream sentence model not retained for this translator"
"yune","track-b-product","jyut6ping3_mobile","71","translator.entries_by_code","translator","entries_by_code","shared","shared_reference","0","0","0","0","0","compact_table","yune_m43_memory_owner_profile_json","compact storage path does not retain a translator BTreeMap"
"yune","track-b-product","jyut6ping3_mobile","71","compact_table.syllabary_codes","compact_table","syllabary_codes","heap_owned_reducible","session_or_process_heap","11576","11576","0","424","0","Vec<String>","yune_m43_memory_owner_profile_json","canonical code list retained for prism lookup"
"yune","track-b-product","jyut6ping3_mobile","71","compact_table.syllable_ids_by_code","compact_table","syllable_ids_by_code","shared","shared_reference","0","0","0","0","0","none","yune_m43_memory_owner_profile_json","byte-backed compact storage does not retain the rsmarisa syllable map"
"yune","track-b-product","jyut6ping3_mobile","71","compact_table.storage","compact_table","storage","mmap_file_backed","file_mapping","2347509","0","0","49394","2347509","byte_backed:mmap","yune_m43_memory_owner_profile_json","table bytes are excluded from heap-owned branch triggers when mapped"
"yune","track-b-product","jyut6ping3_mobile","71","compact_table.candidate_text_payload","compact_table","candidate_text_payload","shared_or_overlapping","shared_or_overlapping","162720","0","162720","48970","0","table_bin_byte_refs","yune_m43_memory_owner_profile_json","candidate text payload; byte-backed rows overlap compact_table.storage"
"yune","track-b-product","jyut6ping3_mobile","71","compact_table.candidate_comment_payload","compact_table","candidate_comment_payload","shared_or_overlapping","shared_or_overlapping","149788","0","149788","48970","0","table_bin_byte_refs","yune_m43_memory_owner_profile_json","candidate raw comments/code payload; byte-backed rows overlap compact_table.storage"
"yune","track-b-product","jyut6ping3_mobile","71","compact_table.stems","compact_table","stems","heap_owned_required","session_or_process_heap","48","0","0","0","0","HashMap<String, Vec<String>>","yune_m43_memory_owner_profile_json","retained phrase-code stems needed for lookup records and dictionary panels"
"yune","track-b-product","jyut6ping3_mobile","71","compact_table.lookup_records","compact_table","lookup_records","shared_or_overlapping","shared_or_overlapping","3388470","0","3388470","48972","0","byte_backed_lookup_payload(byte_backed; mmap; index_bytes=1654816)","yune_m43_memory_owner_profile_json","dictionary lookup records retained as an indexed compiled payload instead of an eager HashMap"
"yune","track-b-product","jyut6ping3_mobile","71","compact_table.corrections_tolerance","compact_table","corrections_tolerance","heap_owned_required","session_or_process_heap","0","0","0","0","0","Vec<RimeCorrectionEntry> + Vec<RimeToleranceRule>","yune_m43_memory_owner_profile_json","retained correction/tolerance payload required by TypeDuck fuzzy input behavior"
"yune","track-b-product","jyut6ping3_mobile","71","compact_table.dict_settings","compact_table","dict_settings","heap_owned_required","session_or_process_heap","24","0","0","0","0","BTreeMap<String, String>","yune_m43_memory_owner_profile_json","retained dictionary settings parsed from deployed dictionary metadata"
"yune","track-b-product","jyut6ping3_mobile","71","compact_table.preset_vocabulary","compact_table","preset_vocabulary","heap_owned_required","session_or_process_heap","0","0","0","0","0","Vec<PresetVocabularyEntry>","yune_m43_memory_owner_profile_json","retained preset vocabulary weights when the selected dictionary includes vocabulary packs"
"yune","track-b-product","jyut6ping3_mobile","71","translator.normal_codes","translator","normal_codes","shared","shared_reference","0","0","0","424","0","compact_table.has_code","yune_m43_memory_owner_profile_json","normal code membership delegated to compact storage lookup"
"yune","track-b-product","jyut6ping3_mobile","71","prism.double_array_units","prism","double_array_units","mmap_file_backed","file_mapping","4920","0","0","1230","4920","byte_backed:mmap","yune_m43_memory_owner_profile_json","prism double-array units are read directly from the byte source"
"yune","track-b-product","jyut6ping3_mobile","71","prism.spelling_map","prism","spelling_map","mmap_file_backed","file_mapping","20460","0","0","1052","20460","byte_backed:mmap","yune_m43_memory_owner_profile_json","prism spelling descriptors are read lazily from the byte source"
"yune","track-b-product","jyut6ping3_mobile","71","prism.corrections_tolerance","prism","corrections_tolerance","heap_owned_required","session_or_process_heap","48","0","0","0","0","Vec<RimeCorrectionEntry> + Vec<RimeToleranceRule>","yune_m43_memory_owner_profile_json","parsed prism correction/tolerance payload retained on heap"
"yune","track-b-product","jyut6ping3_mobile","71","prism.tips_payload","prism","tips_payload","mmap_file_backed","file_mapping","0","0","0","0","0","byte_backed:mmap","yune_m43_memory_owner_profile_json","prism descriptor tips remain in the byte source"
"yune","track-b-product","jyut6ping3_mobile","71","poet.entries_by_code","poet","entries_by_code","shared","shared_reference","0","0","0","0","0","none","yune_m43_memory_owner_profile_json","upstream sentence model not retained for this translator"
"yune","track-b-product","jyut6ping3_mobile","71","poet.lookup_index","poet","lookup_index","shared","shared_reference","0","0","0","0","0","none","yune_m43_memory_owner_profile_json","upstream sentence model not retained for this translator"
"yune","track-b-product","jyut6ping3_mobile","71","poet.abbreviation_vocabulary","poet","abbreviation_vocabulary","shared","shared_reference","0","0","0","0","0","none","yune_m43_memory_owner_profile_json","upstream sentence model not retained for this translator"
"yune","track-b-product","jyut6ping3_mobile","71","dictionary_lookup_filter.lookup_records","dictionary_lookup_filter","lookup_records","shared_or_overlapping","shared_or_overlapping","21634835","0","21634835","127144","0","byte_backed_lookup_payload(byte_backed; mmap; index_bytes=4953976)","yune_m43_memory_owner_profile_json","TypeDuck dictionary-panel records decoded on demand from the compiled lookup payload"
"yune","track-b-product","jyut6ping3_mobile","71","schema.config","schema","config","overlap_estimate","logical_overlap","2022","0","2022","1","0","schema_reload_signature","yune_m43_memory_owner_profile_json","deployed YAML config is parsed transiently; retained bytes are reload signatures"
"yune","track-b-product","jyut6ping3_mobile","71","schema.processors","schema","processors","heap_owned_guarded","session_or_process_heap","2327","0","0","2","0","SessionState processors","yune_m43_memory_owner_profile_json","processor and segmentor state installed from the selected schema"
"yune","track-b-product","jyut6ping3_mobile","71","session.userdb","session","userdb","heap_owned_guarded","session_or_process_heap","24","0","0","0","0","UserDb","yune_m43_memory_owner_profile_json","per-session learned entries; empty in clean native benchmark runs"
"yune","track-b-product","jyut6ping3_mobile","71","runtime.session_state","runtime","session_state","heap_owned_guarded","session_or_process_heap","3133","0","0","1","0","SessionState","yune_m43_memory_owner_profile_json","active native session runtime shell excluding shared translator internals"
"yune","track-b-product","jyut6ping3_mobile","0","process.after_ready_working_set_unclassified_lower_bound","process","after_ready_working_set_unclassified_lower_bound","unclassified","process_memory_proxy","248100062","0","248100062","1","0","process_memory","native_inprocess_benchmark","median after-ready working set minus non-overlapping reducible owner rows; lower-bound proxy only"
"yune","track-b-product","jyut6ping3_mobile","0","process.peak_working_set_high_water","process","peak_working_set_high_water","unclassified","process_memory_proxy","504365056","0","504365056","1","0","process_memory","native_inprocess_benchmark","maximum observed peak working set in this benchmark process; includes allocator, loader, mappings, and overlap"
"yune","track-b-product","jyut6ping3_mobile","0","process.private_bytes_proxy","process","private_bytes_proxy","unclassified","process_memory_proxy","180375552","0","180375552","1","0","process_memory","native_inprocess_benchmark","median private bytes proxy from PROCESS_MEMORY_COUNTERS_EX where available"
"yune","track-b-product","jyut6ping3_mobile","0","process.peak_pagefile_high_water","process","peak_pagefile_high_water","unclassified","process_memory_proxy","535896064","0","535896064","1","0","process_memory","native_inprocess_benchmark","maximum observed peak pagefile usage proxy from PROCESS_MEMORY_COUNTERS_EX where available"
